,team1,team2,team_lost_score,team_won_score,date_match,event_name,maps_info,map1_played,team_winner_map1,result_map1_played1,result_half_score_map1,team_loser_map1,result_map1_played2,map2_played,team_winner_map2,result_map2_played1,result_half_score_map2,team_loser_map2,result_map2_played2,map3_played,team_winner_map3,result_map3_played1,result_half_score_map3,team_loser_map3,result_map3_played2,player1_team1,kd_player1_team1,adr_player1_team1,kast_player1_team1,rating_player1_team1,player2_team1,kd_player2_team1,adr_player2_team1,kast_player2_team1,rating_player2_team1,player3_team1,kd_player3_team1,adr_player3_team1,kast_player3_team1,rating_player3_team1,player4_team1,kd_player4_team1,adr_player4_team1,kast_player4_team1,rating_player4_team1,player5_team1,kd_player5_team1,adr_player5_team1,kast_player5_team1,rating_player5_team1,player1_team2,kd_player1_team2,adr_player1_team2,kast_player1_team2,rating_player1_team2,player2_team2,kd_player2_team2,adr_player2_team2,kast_player2_team2,rating_player2_team2,player3_team2,kd_player3_team2,adr_player3_team2,kast_player3_team2,rating_player3_team2,player4_team2,kd_player4_team2,adr_player4_team2,kast_player4_team2,rating_player4_team2,player5_team2,kd_player5_team2,adr_player5_team2,kast_player5_team2,rating_player5_team2
177,Liquid,Natus Vincere,0,2,21st of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 3 (teams with a 2-0 record). Winner advances to the playoffs",Mirage,Liquid,16,(9:6; 7:8),Natus Vincere,14,Dust2,Liquid,16,(8:7; 8:2),Natus Vincere,9,Nuke,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Russel 'Twistzz' Van Dulken,46-30,85.8,78.2%,1.32,Nick 'nitr0' Cannella,42-31,81.7,74.5%,1.23,Jonathan 'EliGE' Jablonowski,40-34,89.2,74.5%,1.18,Jake 'Stewie2K' Yip,33-33,65.8,78.2%,1.08,Keith 'NAF' Markovic,35-35,71.3,70.9%,0.98,Aleksandr 's1mple' Kostyliev,41-38,80.8,74.5%,1.19,Egor 'flamie' Vasilyev,39-43,88.2,74.5%,1.14,Denis 'electronic' Sharipov,29-34,64.0,70.9%,0.90,Ioann 'Edward' Sukhariev,28-40,53.6,61.8%,0.75,Danylo 'Zeus' Teslenko,25-43,55.8,49.1%,0.66
178,Astralis,Renegades,1,2,21st of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 3 (teams with a 2-0 record). Winner advances to the playoffs",Mirage,Renegades,17,(12:3; 3:12) (2:4),Astralis,19,Nuke,Astralis,16,(6:9; 10:0),Renegades,9,Inferno,Astralis,16,(13:2; 3:0),Astralis,2,Nicolai 'device' Reedtz,71-43,88.5,69.6%,1.41,Peter 'dupreeh' Rasmussen,58-45,75.9,74.7%,1.20,Lukas 'gla1ve' Rossander,52-42,78.4,75.9%,1.18,Emil 'Magisk' Reif,49-42,57.8,77.2%,1.06,Andreas 'Xyp9x' Højsleth,46-46,65.4,70.9%,0.98,Justin 'jks' Savage,52-54,70.0,59.5%,0.97,Joakim 'jkaem' Myrbostad,46-53,59.7,59.5%,0.87,Aaron 'AZR' Ward,41-56,61.1,60.8%,0.83,Sean 'Gratisfaction' Kaiwai,45-56,59.7,55.7%,0.80,Jay 'Liazz' Tregillgas,34-57,60.4,63.3%,0.77
179,ENCE,BIG,1,2,21st of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 3 (teams with a 0-2 record). Loser is eliminated",Dust2,BIG,5,(5:10; 0:6),ENCE,16,Train,ENCE,16,(7:8; 9:6),BIG,14,Overpass,ENCE,16,(11:4; 5:6),ENCE,10,Sami 'xseveN' Laasanen,61-48,93.4,75.3%,1.26,Jani 'Aerial' Jussila,55-54,75.5,71.4%,1.02,Aleksi 'Aleksib' Virolainen,49-54,69.6,72.7%,0.97,Aleksi 'allu' Jalli,48-52,68.4,61.0%,0.92,Jere 'sergej' Salo,45-54,61.0,63.6%,0.85,Johannes 'nex' Maget,69-47,87.7,70.1%,1.26,Tizian 'tiziaN' Feldbusch,50-48,77.1,68.8%,1.11,Johannes 'tabseN' Wodarz,48-53,73.2,68.8%,1.09,Ismailcan 'XANTARES' Dörtkardeş,59-63,80.9,63.6%,1.04,Fatih 'gob b' Dayik,35-47,51.5,68.8%,0.85
180,Vitality,Cloud9,14,16,21st of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Mirage,Vitality,16,(9:6; 7:8),Cloud9,14,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Mathieu 'ZywOo' Herbaut,26-21,97.4,83.3%,1.43,Dan 'apEX' Madesclaire,24-22,96.7,63.3%,1.13,Alex 'ALEX' McMeekin,22-22,70.9,63.3%,1.00,Cédric 'RpK' Guipouy,17-17,56.8,73.3%,0.90,Nathan 'NBK-' Schmitt,17-21,62.6,76.7%,0.86,Robin 'flusha' Rönnquist,27-24,105.7,76.7%,1.37,Jordan 'Zellsis' Montemurro,24-20,75.6,73.3%,1.14,Timothy 'autimatic' Ta,20-20,63.0,73.3%,1.01,Fabien 'kioShiMa' Fiey,17-19,59.4,80.0%,0.94,William 'RUSH' Wierzba,15-23,67.4,60.0%,0.79
181,NiP,HellRaisers,5,16,21st of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Overpass,NiP,16,(13:2; 3:3),HellRaisers,5,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Fredrik 'REZ' Sterner,25-8,100.4,81.0%,1.78,Christopher 'GeT_RiGhT' Alesund,22-12,102.6,85.7%,1.53,Dennis 'dennis' Edman,16-12,92.6,81.0%,1.29,Patrik 'f0rest' Lindberg,13-11,80.1,81.0%,1.16,Jonas 'Lekr0' Olofsson,10-7,53.3,76.2%,1.05,Özgür 'woxic' Eker,17-17,91.0,61.9%,1.05,Bence 'DeadFox' Böröcz,15-17,87.6,52.4%,1.04,Issa 'ISSAA' Murad,8-17,46.4,47.6%,0.54,Kirill 'ANGE1' Karasiow,5-18,38.5,42.9%,0.42,Abay 'Hobbit' Khasenov,4-17,38.2,33.3%,0.37
182,FaZe,AVANGAR,13,16,21st of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Mirage,AVANGAR,13,(7:8; 6:8),FaZe,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Ladislav 'GuardiaN' Kovács,23-16,89.5,72.4%,1.23,Dauren 'AdreN' Kystaubayev,21-17,68.8,79.3%,0.99,Nikola 'NiKo' Kovač,15-21,55.3,69.0%,0.96,Olof 'olofmeister' Kajbjer,18-15,63.0,69.0%,0.93,Håvard 'rain' Nygaard,10-23,54.5,51.7%,0.56,Dzhami 'Jame' Ali,23-14,90.8,79.3%,1.37,Alexey 'qikert' Golubev,19-18,63.6,72.4%,1.15,Timur 'buster' Tulepov,19-17,69.0,69.0%,1.11,Aidyn 'KrizzeN' Turlybekov,16-16,67.2,65.5%,0.99,Bektiyar 'fitch' Bahytov,15-22,68.6,62.1%,0.85
183,MIBR,G2,12,16,21st of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 3 (teams with a 1-1 record)",Inferno,MIBR,16,(9:6; 7:6),G2,12,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Marcelo 'coldzera' David,35-18,111.5,78.6%,1.68,Epitacio 'TACO' de Melo,20-19,76.0,82.1%,1.14,Gabriel 'FalleN' Toledo,20-16,71.6,75.0%,1.08,Fernando 'fer' Alvarenga,16-21,63.8,60.7%,0.88,João 'felps' Vasconcellos,14-19,65.9,57.1%,0.85,Richard 'shox' Papillon,22-22,83.2,78.6%,1.15,Lucas 'Lucky' Chastang,21-19,82.8,64.3%,1.14,Kenny 'kennyS' Schrub,19-18,61.3,78.6%,1.05,Audric 'JaCkz' Jug,16-23,67.7,67.9%,0.84,Alexandre 'bodyy' Pianaro,14-23,59.5,71.4%,0.81
184,Liquid,NiP,13,16,21st of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Overpass,Liquid,16,(9:6; 7:7),NiP,13,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Nick 'nitr0' Cannella,28-17,98.6,69.0%,1.57,Keith 'NAF' Markovic,24-16,84.1,75.9%,1.30,Jonathan 'EliGE' Jablonowski,20-21,79.7,72.4%,1.04,Jake 'Stewie2K' Yip,22-22,77.1,75.9%,1.04,Russel 'Twistzz' Van Dulken,12-19,67.2,72.4%,0.90,Patrik 'f0rest' Lindberg,26-22,73.8,82.8%,1.18,Fredrik 'REZ' Sterner,20-23,78.3,69.0%,0.98,Dennis 'dennis' Edman,17-19,70.8,65.5%,0.96,Jonas 'Lekr0' Olofsson,18-21,71.2,69.0%,0.96,Christopher 'GeT_RiGhT' Alesund,14-22,62.3,72.4%,0.79
185,Natus Vincere,Vitality,22,25,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Mirage,Natus Vincere,25,(8:7; 7:8) (10:7),Vitality,22,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Egor 'flamie' Vasilyev,39-23,89.2,74.5%,1.38,Aleksandr 's1mple' Kostyliev,43-28,81.7,78.7%,1.30,Denis 'electronic' Sharipov,32-34,83.1,74.5%,1.16,Danylo 'Zeus' Teslenko,26-31,59.9,68.1%,0.85,Ioann 'Edward' Sukhariev,26-32,71.0,61.7%,0.84,Dan 'apEX' Madesclaire,37-34,87.0,68.1%,1.17,Mathieu 'ZywOo' Herbaut,32-31,69.4,74.5%,1.05,Alex 'ALEX' McMeekin,32-32,64.5,74.5%,1.02,Cédric 'RpK' Guipouy,25-31,68.2,61.7%,0.88,Nathan 'NBK-' Schmitt,21-38,64.5,55.3%,0.74
186,Astralis,Cloud9,0,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Train,Astralis,16,(15:0; 1:0),Cloud9,0,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Emil 'Magisk' Reif,21-5,136.7,93.8%,2.17,Nicolai 'device' Reedtz,19-4,113.4,100.0%,1.98,Andreas 'Xyp9x' Højsleth,13-2,88.9,100.0%,1.63,Lukas 'gla1ve' Rossander,16-5,92.4,87.5%,1.60,Peter 'dupreeh' Rasmussen,10-10,62.6,68.8%,0.92,Timothy 'autimatic' Ta,9-16,54.8,50.0%,0.59,William 'RUSH' Wierzba,5-15,46.9,37.5%,0.45,Fabien 'kioShiMa' Fiey,6-16,35.1,50.0%,0.41,Jordan 'Zellsis' Montemurro,3-16,43.2,31.2%,0.28,Robin 'flusha' Rönnquist,2-16,44.4,25.0%,0.17
187,FaZe,Renegades,14,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Inferno,Renegades,14,(9:6; 5:10),FaZe,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Ladislav 'GuardiaN' Kovács,23-18,81.7,73.3%,1.26,Nikola 'NiKo' Kovač,22-18,77.5,76.7%,1.14,Håvard 'rain' Nygaard,20-20,73.9,80.0%,1.09,Dauren 'AdreN' Kystaubayev,17-16,61.8,73.3%,0.96,Olof 'olofmeister' Kajbjer,10-21,45.5,70.0%,0.72,Aaron 'AZR' Ward,27-21,86.9,73.3%,1.29,Justin 'jks' Savage,19-16,77.7,80.0%,1.15,Sean 'Gratisfaction' Kaiwai,15-18,72.3,73.3%,1.01,Jay 'Liazz' Tregillgas,16-16,53.3,70.0%,1.00,Joakim 'jkaem' Myrbostad,16-21,64.7,70.0%,0.88
188,NRG,AVANGAR,13,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Overpass,AVANGAR,13,(4:11; 9:5),NRG,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Vincent 'Brehze' Cayonte,26-22,87.9,75.9%,1.29,Ethan 'Ethan' Arnold,20-17,90.0,75.9%,1.21,Jacob 'FugLy' Medina,16-21,77.8,69.0%,0.98,Tsvetelin 'CeRq' Dimitrov,15-16,48.3,65.5%,0.87,Damian 'daps' Steele,13-21,45.4,62.1%,0.65,Dzhami 'Jame' Ali,23-15,74.7,79.3%,1.26,Timur 'buster' Tulepov,20-17,75.9,65.5%,1.13,Bektiyar 'fitch' Bahytov,18-20,72.9,72.4%,1.06,Alexey 'qikert' Golubev,15-19,79.4,72.4%,0.99,Aidyn 'KrizzeN' Turlybekov,21-19,65.0,58.6%,0.97
189,MIBR,Complexity,9,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Mirage,MIBR,16,(7:8; 9:1),Complexity,9,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Marcelo 'coldzera' David,20-12,83.4,68.0%,1.35,João 'felps' Vasconcellos,19-16,92.2,76.0%,1.35,Epitacio 'TACO' de Melo,16-10,70.4,84.0%,1.22,Fernando 'fer' Alvarenga,14-16,68.7,80.0%,1.00,Gabriel 'FalleN' Toledo,16-15,59.2,68.0%,0.97,Shahzeb 'ShahZaM' Khan,19-17,80.0,84.0%,1.22,Peter 'stanislaw' Jarguz,18-15,86.4,76.0%,1.15,Jordan 'n0thing' Gilbert,13-16,58.1,60.0%,0.88,Ricardo 'Rickeh' Mulholland,10-19,45.5,56.0%,0.61,Rory 'dephh' Jackson,9-19,45.3,48.0%,0.53
190,ENCE,HellRaisers,12,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Dust2,HellRaisers,12,(2:13; 10:3),ENCE,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jere 'sergej' Salo,22-21,105.8,64.3%,1.30,Aleksi 'allu' Jalli,18-18,69.1,64.3%,1.14,Jani 'Aerial' Jussila,12-18,58.2,67.9%,0.79,Aleksi 'Aleksib' Virolainen,18-22,54.2,67.9%,0.77,Sami 'xseveN' Laasanen,11-21,64.4,60.7%,0.70,Özgür 'woxic' Eker,29-16,118.9,71.4%,1.69,Issa 'ISSAA' Murad,22-14,85.5,85.7%,1.46,Bence 'DeadFox' Böröcz,12-13,55.7,82.1%,1.05,Abay 'Hobbit' Khasenov,18-17,68.8,67.9%,1.00,Kirill 'ANGE1' Karasiow,19-21,63.4,64.3%,0.92
191,BIG,G2,13,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Mirage,G2,13,(9:6; 4:10),BIG,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Ismailcan 'XANTARES' Dörtkardeş,25-16,86.7,75.9%,1.31,Fatih 'gob b' Dayik,25-19,93.1,75.9%,1.26,Tizian 'tiziaN' Feldbusch,22-20,76.2,69.0%,1.05,Johannes 'nex' Maget,11-18,62.0,72.4%,0.85,Johannes 'tabseN' Wodarz,15-20,59.6,65.5%,0.73,Kenny 'kennyS' Schrub,25-21,83.4,72.4%,1.27,Alexandre 'bodyy' Pianaro,17-21,77.0,75.9%,1.05,Lucas 'Lucky' Chastang,18-16,71.1,62.1%,1.02,Audric 'JaCkz' Jug,19-21,73.9,55.2%,0.91,Richard 'shox' Papillon,14-20,59.2,62.1%,0.83
192,MIBR,Cloud9,3,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Inferno,Cloud9,3,(3:12; 0:4),MIBR,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Marcelo 'coldzera' David,12-16,72.7,68.4%,0.93,Fernando 'fer' Alvarenga,9-15,55.8,52.6%,0.80,Epitacio 'TACO' de Melo,7-17,44.8,52.6%,0.49,João 'felps' Vasconcellos,5-17,53.2,47.4%,0.47,Gabriel 'FalleN' Toledo,5-16,33.6,47.4%,0.39,Timothy 'autimatic' Ta,17-4,74.8,84.2%,1.66,Fabien 'kioShiMa' Fiey,14-6,87.8,94.7%,1.49,William 'RUSH' Wierzba,16-9,101.8,84.2%,1.46,Robin 'flusha' Rönnquist,18-10,99.4,78.9%,1.45,Jordan 'Zellsis' Montemurro,16-9,91.1,89.5%,1.44
193,Astralis,Complexity,6,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Nuke,Astralis,16,(11:4; 5:2),Complexity,6,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Andreas 'Xyp9x' Højsleth,26-8,131.1,90.9%,2.05,Peter 'dupreeh' Rasmussen,17-15,89.4,77.3%,1.29,Lukas 'gla1ve' Rossander,17-15,66.9,63.6%,1.12,Nicolai 'device' Reedtz,16-16,73.0,68.2%,1.02,Emil 'Magisk' Reif,12-15,59.9,72.7%,0.94,Peter 'stanislaw' Jarguz,18-17,85.8,68.2%,1.06,Ricardo 'Rickeh' Mulholland,14-19,67.2,59.1%,0.87,Shahzeb 'ShahZaM' Khan,14-18,74.1,68.2%,0.85,Rory 'dephh' Jackson,11-17,64.3,59.1%,0.82,Jordan 'n0thing' Gilbert,12-17,63.5,50.0%,0.65
194,NRG,NiP,14,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Nuke,NiP,14,(4:11; 10:5),NRG,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Damian 'daps' Steele,23-20,87.0,76.7%,1.21,Vincent 'Brehze' Cayonte,22-21,76.3,66.7%,1.03,Ethan 'Ethan' Arnold,20-22,72.8,66.7%,1.01,Jacob 'FugLy' Medina,21-22,73.8,66.7%,0.97,Tsvetelin 'CeRq' Dimitrov,12-21,42.4,60.0%,0.66,Fredrik 'REZ' Sterner,33-17,92.2,70.0%,1.53,Patrik 'f0rest' Lindberg,31-19,99.6,63.3%,1.52,Jonas 'Lekr0' Olofsson,19-22,84.5,60.0%,1.01,Christopher 'GeT_RiGhT' Alesund,12-19,56.6,63.3%,0.75,Dennis 'dennis' Edman,11-21,40.9,63.3%,0.70
195,Liquid,AVANGAR,12,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Overpass,Liquid,16,(7:8; 9:4),AVANGAR,12,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Russel 'Twistzz' Van Dulken,26-12,73.5,82.1%,1.42,Keith 'NAF' Markovic,20-17,86.8,85.7%,1.30,Jake 'Stewie2K' Yip,19-19,83.3,78.6%,1.15,Jonathan 'EliGE' Jablonowski,17-18,76.3,67.9%,1.03,Nick 'nitr0' Cannella,15-16,54.9,82.1%,0.99,Alexey 'qikert' Golubev,27-22,105.0,78.6%,1.44,Dzhami 'Jame' Ali,17-12,76.4,85.7%,1.28,Timur 'buster' Tulepov,15-19,56.1,53.6%,0.72,Bektiyar 'fitch' Bahytov,11-22,44.1,60.7%,0.59,Aidyn 'KrizzeN' Turlybekov,12-22,46.4,53.6%,0.57
196,Natus Vincere,G2,7,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Inferno,Natus Vincere,16,(9:6; 7:1),G2,7,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Ioann 'Edward' Sukhariev,23-10,101.3,82.6%,1.68,Aleksandr 's1mple' Kostyliev,20-11,104.0,87.0%,1.59,Denis 'electronic' Sharipov,22-12,79.3,87.0%,1.45,Danylo 'Zeus' Teslenko,18-13,84.2,82.6%,1.22,Egor 'flamie' Vasilyev,13-11,70.6,78.3%,1.06,Kenny 'kennyS' Schrub,15-16,79.9,52.2%,1.04,Alexandre 'bodyy' Pianaro,16-20,76.0,60.9%,0.81,Lucas 'Lucky' Chastang,10-19,62.1,52.2%,0.66,Audric 'JaCkz' Jug,8-19,55.6,56.5%,0.63,Richard 'shox' Papillon,8-22,47.4,52.2%,0.55
197,FaZe,HellRaisers,4,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Train,FaZe,16,(11:4; 5:0),HellRaisers,4,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Nikola 'NiKo' Kovač,20-9,111.7,70.0%,1.63,Ladislav 'GuardiaN' Kovács,19-9,75.7,75.0%,1.35,Håvard 'rain' Nygaard,14-11,82.7,80.0%,1.30,Dauren 'AdreN' Kystaubayev,14-10,67.8,90.0%,1.28,Olof 'olofmeister' Kajbjer,13-11,67.6,80.0%,1.11,Abay 'Hobbit' Khasenov,15-15,86.5,65.0%,1.06,Issa 'ISSAA' Murad,12-13,72.5,70.0%,1.00,Özgür 'woxic' Eker,11-15,47.9,55.0%,0.75,Kirill 'ANGE1' Karasiow,6-19,42.5,50.0%,0.44,Bence 'DeadFox' Böröcz,6-18,39.0,45.0%,0.34
198,ENCE,Renegades,13,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Inferno,Renegades,13,(10:5; 3:11),ENCE,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jere 'sergej' Salo,23-15,74.8,79.3%,1.28,Jani 'Aerial' Jussila,18-17,64.0,72.4%,0.99,Aleksi 'Aleksib' Virolainen,19-22,72.6,69.0%,0.93,Aleksi 'allu' Jalli,17-19,65.4,58.6%,0.91,Sami 'xseveN' Laasanen,14-22,70.2,62.1%,0.88,Joakim 'jkaem' Myrbostad,30-17,103.1,62.1%,1.50,Justin 'jks' Savage,20-17,72.9,79.3%,1.12,Jay 'Liazz' Tregillgas,15-18,67.5,79.3%,1.05,Aaron 'AZR' Ward,18-20,62.4,69.0%,0.94,Sean 'Gratisfaction' Kaiwai,12-19,53.5,58.6%,0.73
199,BIG,Vitality,11,16,20th of February 2019,IEM Katowice 2019,"Best of 1

* Swiss round 1",Mirage,Vitality,11,(7:8; 4:8),BIG,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Johannes 'nex' Maget,22-20,95.9,70.4%,1.29,Johannes 'tabseN' Wodarz,24-24,90.4,63.0%,1.10,Fatih 'gob b' Dayik,15-24,67.2,63.0%,0.76,Ismailcan 'XANTARES' Dörtkardeş,11-26,69.4,51.9%,0.56,Tizian 'tiziaN' Feldbusch,12-22,32.0,37.0%,0.51,Dan 'apEX' Madesclaire,30-15,115.0,85.2%,1.81,Mathieu 'ZywOo' Herbaut,27-15,107.3,85.2%,1.64,Cédric 'RpK' Guipouy,29-16,105.6,92.6%,1.59,Alex 'ALEX' McMeekin,19-18,73.8,70.4%,1.06,Nathan 'NBK-' Schmitt,11-20,54.0,74.1%,0.69
200,AVANGAR,Astralis,0,2,8th of September 2019,StarLadder Major Berlin 2019,"Best of 3

* Grand final",Inferno,Astralis,6,(3:12; 3:4),AVANGAR,16,Dust2,Astralis,5,(4:11; 1:5),AVANGAR,16,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Sanjar 'SANJI' Kuliev,28-32,67.2,55.8%,0.85,Alexey 'qikert' Golubev,25-35,62.6,65.1%,0.80,Dzhami 'Jame' Ali,20-30,50.5,62.8%,0.76,Dauren 'AdreN' Kystaubayev,20-34,67.7,51.2%,0.70,Timur 'buster' Tulepov,19-31,51.9,55.8%,0.66,Nicolai 'device' Reedtz,42-21,102.3,83.7%,1.71,Andreas 'Xyp9x' Højsleth,37-26,92.3,83.7%,1.37,Peter 'dupreeh' Rasmussen,30-17,71.8,86.0%,1.33,Emil 'Magisk' Reif,33-22,79.9,76.7%,1.19,Lukas 'gla1ve' Rossander,20-26,59.5,74.4%,0.97
201,NRG,Astralis,0,2,7th of September 2019,StarLadder Major Berlin 2019,"Best of 3

* Semi-final",Train,Astralis,10,(5:10; 5:6),NRG,16,Overpass,Astralis,9,(5:10; 4:6),NRG,16,Nuke,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Vincent 'Brehze' Cayonte,50-35,104.3,78.4%,1.51,Tarik 'tarik' Celik,33-36,71.0,62.7%,0.94,Tsvetelin 'CeRq' Dimitrov,29-37,55.1,66.7%,0.82,Ethan 'Ethan' Arnold,27-38,67.0,58.8%,0.81,Peter 'stanislaw' Jarguz,20-37,59.1,60.8%,0.71,Nicolai 'device' Reedtz,42-30,90.7,70.6%,1.30,Andreas 'Xyp9x' Højsleth,38-30,81.7,72.5%,1.13,Peter 'dupreeh' Rasmussen,37-32,72.8,74.5%,1.12,Emil 'Magisk' Reif,36-34,80.2,72.5%,1.12,Lukas 'gla1ve' Rossander,29-35,63.2,62.7%,0.91
202,Renegades,AVANGAR,0,2,7th of September 2019,StarLadder Major Berlin 2019,"Best of 3

* Semi-final",Mirage,AVANGAR,19,(6:9; 9:6) (4:7),Renegades,22,Dust2,AVANGAR,6,(5:10; 1:6),Renegades,16,Train,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Justin 'jks' Savage,57-44,94.8,65.1%,1.24,Sean 'Gratisfaction' Kaiwai,33-46,66.0,61.9%,0.85,Joakim 'jkaem' Myrbostad,38-50,66.9,54.0%,0.81,Aaron 'AZR' Ward,34-46,66.8,60.3%,0.79,Jay 'Liazz' Tregillgas,20-44,42.5,58.7%,0.62,Dzhami 'Jame' Ali,51-31,84.9,79.4%,1.41,Alexey 'qikert' Golubev,58-40,94.5,69.8%,1.39,Timur 'buster' Tulepov,55-39,88.1,74.6%,1.32,Dauren 'AdreN' Kystaubayev,30-37,68.8,68.3%,0.96,Sanjar 'SANJI' Kuliev,36-35,58.7,71.4%,0.95
